			R1			R2			R3			R4			R5			R6
0			1			1			1			1			1			1			
1			2			1			1			1			1			1			
2			4			2			1			1			1			1			
3			8			2			2			1			1			1			
4			16			4			2			2			1			1			
5			32			4			2			2			2			1			
6			64			8			4			2			2			2			
7			128			8			4			2			2			2			
8			256			16			4			4			2			2			
9			512			16			8			4			2			2			
10			1024			32			8			4			4			2			
11			2048			32			8			4			4			2			
12			4096			64			16			8			4			4			
13			8192			64			16			8			4			4			
14			16384			128			16			8			4			4			
15			32768			128			32			8			8			4			
16			65536			256			32			16			8			4			
17			131072			256			32			16			8			4			
18			262144			512			64			16			8			8			
19			524288			512			64			16			8			8			
20			1048576			1024			64			32			16			8			
21			2097152			1024			128			32			16			8			
22			4194304			2048			128			32			16			8			
23			8388608			2048			128			32			16			8			
24			16777216			4096			256			64			16			16			
25			33554432			4096			256			64			32			16			
26			67108864			8192			256			64			32			16			
27			134217728			8192			512			64			32			16			
28			268435456			16384			512			128			32			16			
29			536870912			16384			512			128			32			16			
30			1073741824			32768			1024			128			64			32			
31			2147483648			32768			1024			128			64			32			
32			4294967296			65536			1024			256			64			32			
33			8589934592			65536			2048			256			64			32			
34			17179869184			131072			2048			256			64			32			
35			34359738368			131072			2048			256			128			32			
36			68719476736			262144			4096			512			128			64			
37			137438953472			262144			4096			512			128			64			
38			274877906944			524288			4096			512			128			64			
39			549755813888			524288			8192			512			128			64			
40			1099511627776			1048576			8192			1024			256			64			
41			2199023255552			1048576			8192			1024			256			64			
42			4398046511104			2097152			16384			1024			256			128			
43			8796093022208			2097152			16384			1024			256			128			
44			17592186044416			4194304			16384			2048			256			128			
45			35184372088832			4194304			32768			2048			512			128			
46			70368744177664			8388608			32768			2048			512			128			
47			140737488355328			8388608			32768			2048			512			128			
48			281474976710656			16777216			65536			4096			512			256			
49			562949953421312			16777216			65536			4096			512			256			
50			1125899906842624			33554432			65536			4096			1024			256			
51			2251799813685248			33554432			131072			4096			1024			256			
52			4503599627370496			67108864			131072			8192			1024			256			
53			9007199254740992			67108864			131072			8192			1024			256			
54			18014398509481984			134217728			262144			8192			1024			512			
55			36028797018963968			134217728			262144			8192			2048			512			
56			72057594037927936			268435456			262144			16384			2048			512			
57			144115188075855872			268435456			524288			16384			2048			512			
58			288230376151711744			536870912			524288			16384			2048			512			
59			576460752303423488			536870912			524288			16384			2048			512			
60			1152921504606846976			1073741824			1048576			32768			4096			1024			
61			2305843009213693952			1073741824			1048576			32768			4096			1024			
62			4611686018427387904			2147483648			1048576			32768			4096			1024			
63			-9223372036854775808			2147483648			2097152			32768			4096			1024			
64			0			4294967296			2097152			65536			4096			1024			
65			0			4294967296			2097152			65536			8192			1024			
66			0			8589934592			4194304			65536			8192			2048			
67			0			8589934592			4194304			65536			8192			2048			
68			0			17179869184			4194304			131072			8192			2048			
69			0			17179869184			8388608			131072			8192			2048			
70			0			34359738368			8388608			131072			16384			2048			
71			0			34359738368			8388608			131072			16384			2048			
72			0			68719476736			16777216			262144			16384			4096			
73			0			68719476736			16777216			262144			16384			4096			
74			0			137438953472			16777216			262144			16384			4096			
75			0			137438953472			33554432			262144			32768			4096			
76			0			274877906944			33554432			524288			32768			4096			
77			0			274877906944			33554432			524288			32768			4096			
78			0			549755813888			67108864			524288			32768			8192			
79			0			549755813888			67108864			524288			32768			8192			
80			0			1099511627776			67108864			1048576			65536			8192			
81			0			1099511627776			134217728			1048576			65536			8192			
82			0			2199023255552			134217728			1048576			65536			8192			
83			0			2199023255552			134217728			1048576			65536			8192			
84			0			4398046511104			268435456			2097152			65536			16384			
85			0			4398046511104			268435456			2097152			131072			16384			
86			0			8796093022208			268435456			2097152			131072			16384			
87			0			8796093022208			536870912			2097152			131072			16384			
88			0			17592186044416			536870912			4194304			131072			16384			
89			0			17592186044416			536870912			4194304			131072			16384			
90			0			35184372088832			1073741824			4194304			262144			32768			
91			0			35184372088832			1073741824			4194304			262144			32768			
92			0			70368744177664			1073741824			8388608			262144			32768			
93			0			70368744177664			2147483648			8388608			262144			32768			
94			0			140737488355328			2147483648			8388608			262144			32768			
95			0			140737488355328			2147483648			8388608			524288			32768			
96			0			281474976710656			4294967296			16777216			524288			65536			
97			0			281474976710656			4294967296			16777216			524288			65536			
98			0			562949953421312			4294967296			16777216			524288			65536			
99			0			562949953421312			8589934592			16777216			524288			65536			
100			0			1125899906842624			8589934592			33554432			1048576			65536			
101			0			1125899906842624			8589934592			33554432			1048576			65536			
102			0			2251799813685248			17179869184			33554432			1048576			131072			
103			0			2251799813685248			17179869184			33554432			1048576			131072			
104			0			4503599627370496			17179869184			67108864			1048576			131072			
105			0			4503599627370496			34359738368			67108864			2097152			131072			
106			0			9007199254740992			34359738368			67108864			2097152			131072			
107			0			9007199254740992			34359738368			67108864			2097152			131072			
108			0			18014398509481984			68719476736			134217728			2097152			262144			
109			0			18014398509481984			68719476736			134217728			2097152			262144			
110			0			36028797018963968			68719476736			134217728			4194304			262144			
111			0			36028797018963968			137438953472			134217728			4194304			262144			
112			0			72057594037927936			137438953472			268435456			4194304			262144			
113			0			72057594037927936			137438953472			268435456			4194304			262144			
114			0			144115188075855872			274877906944			268435456			4194304			524288			
115			0			144115188075855872			274877906944			268435456			8388608			524288			
116			0			288230376151711744			274877906944			536870912			8388608			524288			
117			0			288230376151711744			549755813888			536870912			8388608			524288			
118			0			576460752303423488			549755813888			536870912			8388608			524288			
119			0			576460752303423488			549755813888			536870912			8388608			524288			
120			0			1152921504606846976			1099511627776			1073741824			16777216			1048576			
121			0			1152921504606846976			1099511627776			1073741824			16777216			1048576			
122			0			2305843009213693952			1099511627776			1073741824			16777216			1048576			
123			0			2305843009213693952			2199023255552			1073741824			16777216			1048576			
